command,mean,stddev,median,user,system,min,max,parameter_compressor
./sfa convert reads.fasta --zstd --index,64.55486661348999,1.9881907653903637,64.55486661348999,1453.7198899199998,22.403661144999997,63.14900344099,65.96072978599,zstd
./sfa convert reads.fasta --lz4 --index,55.60124014899,0.7208651218768628,55.60124014899,876.53236492,14.613422144999998,55.091511532990005,56.11096876499,lz4
./sfa convert reads.fasta --brotli --index,70.47789327448999,1.5583142770190683,70.47789327448999,1722.02783792,31.138486645,69.37599868199,71.57978786698999,brotli
./sfa convert reads.fasta --xz --index,249.09879731149,1.5061129320707825,249.09879731149,11765.72083742,246.24265214499997,248.03381464398998,250.16377997899,xz
